device_id,age_years,days_since_maint,issues_3m,issues_6m,avg_fix_hours,status,label,risk_score
580,8.3,582,3,14,31.2,0,1,75.3
581,9.7,719,4,15,32.1,2,1,110.4
582,11.5,708,5,13,3.1,1,1,88.1
583,10.5,460,3,13,34.0,0,1,80.5
584,6.8,624,3,15,34.9,0,1,74.2
585,11.8,83,2,4,35.4,0,0,31.0
586,3.7,277,2,4,28.2,0,0,31.8
587,8.7,165,0,4,44.6,0,0,46.8
588,7.7,684,4,11,38.0,0,1,67.4
589,8.6,545,3,5,25.2,1,0,63.3
590,6.7,420,1,6,11.0,0,0,40.6
591,4.6,230,8,15,47.8,1,1,93.7
592,0.6,691,5,12,11.9,0,1,77.7
593,3.3,47,5,11,44.0,2,1,65.3
594,6.7,296,0,11,24.9,0,0,43.8
595,3.9,674,3,8,24.9,2,1,78.5
596,11.5,557,8,8,30.3,0,1,92.8
597,3.0,708,6,7,10.3,1,1,89.8
598,9.0,452,1,12,33.1,0,1,68.7
599,0.9,82,0,5,38.2,0,0,20.8
600,3.1,271,6,12,21.9,0,0,48.6
601,5.0,128,8,8,31.0,0,0,62.3
602,7.2,724,1,6,44.6,0,1,77.1
603,4.0,95,4,11,18.6,1,0,35.4
604,2.3,232,2,13,19.1,1,0,50.4
605,11.5,154,4,14,42.6,2,1,101.2
606,8.0,18,8,10,6.4,0,0,55.1
607,6.7,94,4,7,36.0,2,0,64.6
608,5.2,668,8,10,8.1,0,1,89.5
609,2.7,192,0,14,31.1,0,0,40.4
610,3.4,209,7,12,17.5,0,0,45.8
611,3.8,78,3,8,23.6,0,0,38.0
612,8.5,163,5,10,46.0,0,0,53.7
613,9.5,736,6,10,40.4,0,1,98.9
614,10.6,480,7,12,37.3,0,1,73.9
615,7.9,90,4,6,42.8,0,0,53.9
616,7.7,751,1,15,1.4,0,0,57.2
617,7.2,421,3,3,26.7,0,1,67.8
618,5.9,800,2,7,19.1,2,1,96.3
619,10.4,144,7,15,24.7,0,1,69.0
620,8.1,635,2,14,24.9,0,0,63.3
621,11.4,682,2,13,35.3,2,1,94.2
622,9.3,244,1,5,18.0,0,0,33.6
623,10.9,376,6,13,44.1,2,1,91.6
624,8.0,112,8,12,40.2,0,1,67.0
625,2.5,676,6,11,28.4,2,1,85.8
626,3.4,235,8,14,17.3,2,1,84.6
627,6.0,625,0,4,21.4,0,0,52.0
628,3.7,160,2,4,17.7,1,0,27.5
629,3.1,345,1,8,32.6,0,0,43.7
630,7.9,427,0,7,2.5,0,0,34.5
631,7.7,47,2,2,8.4,2,0,52.9
632,5.2,584,0,9,45.5,0,0,60.9
633,5.9,500,2,5,39.9,0,0,64.6
634,9.9,193,8,12,8.5,0,1,79.8
635,7.4,77,3,9,18.8,0,0,31.5
636,10.4,523,6,8,29.3,0,1,90.9
637,7.4,551,8,9,4.9,0,1,88.4
638,6.7,8,6,14,20.5,2,1,80.8
639,5.4,500,6,11,28.5,1,1,88.3
640,8.5,107,6,8,12.6,1,1,73.2
641,1.5,619,8,14,12.7,0,1,81.8
642,0.6,542,1,9,0.8,0,0,46.1
643,4.1,377,1,3,20.7,0,0,30.0
644,6.7,585,5,14,13.6,0,1,82.0
645,5.3,577,7,9,18.1,0,1,65.7
646,4.0,359,6,8,41.1,0,1,67.6
647,5.6,723,2,3,10.7,0,0,53.6
648,6.8,720,0,5,19.0,0,1,67.5
649,10.0,489,6,7,3.5,0,0,57.6
650,0.9,400,6,15,31.7,0,1,75.0
651,1.2,799,2,12,24.0,0,1,75.7
652,11.2,537,4,7,2.1,0,1,69.1
653,3.2,180,0,11,11.9,0,0,18.5
654,12.0,416,5,15,19.3,0,1,79.2
655,9.0,77,1,9,14.0,1,0,59.1
656,4.5,290,3,12,46.2,0,0,50.9
657,0.6,186,6,14,5.6,0,0,37.4
658,11.4,532,4,12,39.1,0,1,87.0
659,11.6,583,7,10,36.5,2,1,114.4
660,5.8,607,0,15,6.0,0,0,62.2
661,11.9,700,3,15,15.5,2,1,111.4
662,0.6,276,3,7,4.9,0,0,41.6
663,1.4,189,7,12,17.3,2,1,66.8
664,11.4,706,3,10,35.5,0,1,76.5
665,3.6,241,3,6,40.2,0,0,50.7
666,1.9,87,7,7,36.8,0,0,29.8
667,6.0,642,5,12,43.2,2,1,107.0
668,3.7,194,8,12,19.4,1,0,55.8
669,6.5,440,7,15,2.0,0,1,82.2
670,9.4,475,1,12,25.1,0,0,47.8
671,8.3,395,1,6,17.7,2,0,64.5
672,3.5,282,7,12,17.9,0,0,49.0
673,8.6,388,5,11,13.8,0,0,54.3
674,7.1,241,1,12,13.3,0,0,41.9
675,4.9,156,2,9,38.8,0,0,40.3
676,11.9,652,8,13,37.8,0,1,102.8
677,7.0,414,1,12,8.3,0,0,44.0
678,10.1,105,7,12,12.8,0,0,62.7
679,9.8,359,0,13,6.3,2,1,90.7
680,2.8,596,8,10,47.0,0,1,73.6
681,6.4,800,7,8,18.6,0,1,89.5
682,2.2,178,5,11,30.5,0,0,55.9
683,1.3,172,5,8,15.4,0,0,43.6
684,7.5,411,4,11,37.6,2,1,98.5
685,6.5,468,6,8,9.2,0,1,71.1
686,8.1,768,1,4,8.4,0,0,50.2
687,10.6,568,0,0,37.1,0,1,71.9
688,1.7,639,2,3,31.6,2,1,70.0
689,3.3,297,7,9,6.7,1,0,48.6
690,8.1,340,7,14,46.8,0,1,70.7
691,5.6,721,8,10,28.6,0,1,94.4
692,10.6,452,8,12,43.7,0,1,80.4
693,1.5,322,5,11,12.8,0,0,32.7
694,9.9,146,5,9,22.8,0,1,68.3
695,11.4,495,4,4,36.9,1,1,83.8
696,9.7,568,5,8,20.1,0,1,71.7
697,2.4,761,6,12,11.0,0,1,78.8
698,6.4,634,4,8,31.3,0,0,63.8
699,2.7,77,2,4,14.3,0,0,25.6
700,3.6,644,7,10,15.7,0,1,87.6
701,0.8,111,4,8,6.4,0,0,13.7
702,1.5,22,7,10,16.7,0,0,47.4
703,12.0,481,0,10,4.3,1,0,58.3
704,3.6,408,1,9,22.8,0,0,54.4
705,9.9,19,1,13,34.4,0,0,57.9
706,3.3,41,3,10,35.4,0,0,39.7
707,2.9,405,4,9,8.0,1,1,66.0
708,6.8,132,4,11,30.8,0,0,61.0
709,10.4,230,1,4,30.6,0,0,35.4
710,3.7,129,6,9,0.9,0,0,49.5
711,6.0,617,2,7,37.1,0,0,63.3
712,8.4,353,0,1,17.4,0,0,40.0
713,1.7,506,3,8,47.1,1,1,72.8
714,9.8,456,3,3,33.2,0,0,50.1
715,10.8,503,7,15,14.5,0,1,76.3
716,2.6,363,5,12,13.6,1,1,75.5
717,6.9,77,8,10,21.8,1,1,67.3
718,5.7,660,8,14,35.3,2,1,118.1
719,4.7,642,3,8,34.7,0,1,66.6
720,5.0,543,7,15,7.8,0,1,72.0
721,4.2,105,8,9,2.6,2,0,62.5
722,0.9,116,7,10,5.2,0,0,49.7
723,8.1,545,4,4,17.9,0,0,50.2
724,11.2,220,7,8,22.7,0,0,62.8
725,9.0,432,5,5,39.6,0,0,53.7
726,1.3,318,1,4,46.1,0,0,41.5
727,6.6,201,3,11,31.7,0,0,63.0
728,6.9,578,6,7,36.9,0,1,80.3
729,8.6,444,1,3,38.1,0,0,53.2
730,8.1,553,7,12,43.4,0,1,100.4
731,10.2,429,6,11,29.4,0,1,68.1
732,9.3,769,4,9,46.2,0,1,84.2
733,8.9,298,0,4,47.7,0,0,40.3
734,3.1,329,0,8,44.2,0,0,41.6
735,7.1,103,0,14,17.4,0,0,32.8
736,7.2,245,4,8,4.9,0,0,60.2
737,8.9,747,5,12,8.7,1,1,99.6
738,7.1,104,4,4,35.2,0,0,29.8
739,1.1,796,5,10,42.3,0,1,88.4
740,1.9,795,3,14,31.5,0,0,58.2
741,9.4,398,0,9,25.4,0,0,54.7
742,4.3,721,3,5,2.9,1,1,66.0
743,5.6,616,8,9,11.0,0,1,74.0
744,2.0,91,7,7,26.5,0,0,38.8
745,5.5,721,2,14,6.9,0,1,68.1
746,8.0,207,8,11,12.0,0,0,61.7
747,8.4,596,1,2,32.4,0,0,53.5
748,4.2,615,0,9,8.5,0,0,59.5
749,9.7,645,2,9,2.6,1,1,68.2
750,4.8,782,1,2,35.6,0,0,64.5
751,2.2,301,0,10,33.5,0,0,34.7
752,0.8,221,8,11,10.2,0,0,42.4
753,6.1,754,2,13,33.7,0,1,78.1
754,8.1,51,4,6,3.4,0,0,43.3
755,3.6,483,0,2,19.0,0,0,47.7
756,8.1,117,0,9,41.7,0,0,31.3
757,4.9,733,1,15,15.5,2,1,93.5
758,2.6,519,7,15,44.5,0,1,68.5
759,6.6,348,7,13,35.9,0,1,77.3
760,4.6,316,3,11,13.6,0,0,40.5
761,5.0,37,8,12,11.2,0,0,46.9
762,2.1,754,6,14,46.1,0,1,86.9
763,3.1,253,2,8,46.6,2,0,62.0
764,6.7,218,2,11,26.2,1,1,67.4
765,4.1,729,8,10,20.9,2,1,115.9
766,8.0,585,2,7,3.7,0,1,65.6
767,2.6,156,0,10,42.3,0,0,28.8
768,5.6,659,4,6,37.5,0,0,60.2
769,9.3,633,4,13,27.4,0,1,72.7
770,8.4,374,1,12,37.5,0,1,68.4
771,5.9,672,5,7,41.0,0,0,64.7
772,2.7,40,6,6,44.5,2,0,57.0
773,8.2,214,3,4,8.9,2,1,65.1
774,7.6,711,5,12,42.7,0,1,94.6
775,7.5,396,5,11,29.5,1,1,79.5
776,6.5,728,0,3,22.0,1,0,53.1
777,12.0,538,8,14,47.2,0,1,95.0
778,9.3,57,3,7,21.4,2,1,74.9
779,3.8,177,6,10,29.6,0,0,50.9
780,2.1,668,7,8,34.8,0,1,81.9
781,11.3,719,8,10,19.2,0,1,82.1
782,5.7,736,3,10,4.8,0,1,72.6
783,8.7,174,1,2,5.9,0,0,28.2
784,6.5,400,8,10,18.5,0,1,78.7
785,11.0,586,2,4,41.8,0,1,76.0
786,5.3,323,7,11,30.3,0,0,53.8
787,2.8,644,4,4,22.3,2,1,84.6
788,0.6,512,3,6,28.5,0,0,44.8
789,1.4,621,0,7,42.4,0,0,53.2
790,9.9,219,0,5,7.5,0,0,23.4
791,10.3,690,4,9,44.2,0,1,82.4
792,2.5,695,4,13,31.9,0,1,73.3
793,7.0,473,5,5,4.9,0,0,54.7
794,4.9,76,6,14,3.6,0,0,35.0
795,10.4,344,8,14,25.4,0,1,84.4
796,1.8,754,8,9,23.5,0,1,92.0
797,11.8,301,6,15,40.8,0,1,82.1
798,7.7,139,7,15,35.1,0,1,74.6
799,10.7,245,4,7,0.6,0,0,56.5
800,1.9,219,6,12,2.7,0,0,54.5
801,2.9,662,3,14,13.9,1,1,68.9
802,6.3,338,0,3,33.1,0,0,45.9
803,7.6,36,2,5,16.2,0,0,36.4
804,11.0,43,2,9,7.9,0,0,51.7
805,10.8,480,6,6,40.2,0,1,84.4
806,4.1,555,0,6,27.9,0,0,60.0
807,9.7,74,2,6,40.4,0,0,39.4
808,6.6,176,6,8,28.8,2,1,86.3
809,8.6,329,0,8,20.2,0,0,37.8
810,5.7,316,3,11,14.9,0,0,58.7
811,9.4,101,7,15,1.7,0,0,60.2
812,2.7,502,8,12,37.3,0,1,85.1
813,10.0,535,2,5,34.9,0,1,71.1
814,6.5,11,4,4,33.1,0,0,23.8
815,5.9,54,1,9,36.9,1,0,29.6
816,9.2,661,3,8,10.0,0,1,71.4
817,9.4,694,1,5,7.6,0,0,48.5
818,7.7,533,1,4,26.3,0,0,47.4
819,11.3,297,3,5,3.9,0,0,47.4
820,5.6,140,0,15,43.4,0,0,38.4
821,1.5,408,2,13,28.8,0,0,58.2
822,8.5,638,5,9,16.3,0,1,83.9
823,9.8,87,7,9,4.9,1,1,70.9
824,1.6,324,7,14,11.5,0,1,67.5
825,7.6,379,6,8,33.7,0,1,75.6
826,10.6,471,7,7,3.6,0,1,72.8
827,10.2,296,5,14,27.8,0,1,66.9
828,8.7,116,5,13,31.3,1,1,68.4
829,5.1,430,3,12,12.1,0,0,54.6
830,1.3,220,6,12,27.4,0,0,54.9
831,2.5,692,1,12,44.7,0,0,63.1
832,7.3,481,5,13,5.1,0,0,61.9
833,5.2,619,1,11,39.2,1,1,69.6
834,6.2,683,0,2,10.8,0,0,53.1
835,9.2,7,2,12,7.6,0,0,35.0
836,7.1,207,3,13,42.2,0,0,63.8
837,8.3,452,5,6,28.2,0,1,66.2
838,10.2,308,0,11,43.3,2,1,65.5
839,6.9,374,1,14,13.9,0,0,50.2
840,7.3,647,5,11,19.8,0,1,68.2
841,2.5,149,3,11,18.8,2,1,71.4
842,2.3,693,2,4,1.1,0,0,38.8
843,10.7,680,6,8,4.5,0,1,79.8
844,5.7,719,6,15,9.0,0,1,83.7
845,5.7,370,3,5,20.7,0,0,48.0
846,8.9,736,8,12,20.0,0,1,90.6
847,11.7,588,7,12,5.9,0,1,92.7
848,2.1,755,8,12,22.6,0,1,94.2
849,1.5,490,1,11,30.6,1,0,52.0
850,1.1,358,8,8,22.8,0,0,55.7
851,8.9,438,5,9,14.2,0,1,79.2
852,9.1,751,4,4,30.4,0,1,80.0
853,8.0,305,0,9,23.5,0,0,32.3
854,9.5,265,2,11,13.8,2,0,62.4
855,1.8,185,2,12,21.7,1,0,38.0
856,8.6,503,2,14,25.6,0,1,82.0
857,11.6,616,2,15,24.1,2,1,112.9
858,3.2,457,2,5,27.9,1,0,42.5
859,3.5,125,0,5,22.5,0,0,22.0
860,11.4,552,3,9,33.0,0,1,67.9
861,6.6,452,0,9,44.5,0,0,59.1
862,11.6,706,0,3,44.1,0,1,84.0
863,5.5,674,4,9,13.3,1,1,71.0
864,7.2,479,3,14,32.4,1,1,78.4
865,8.3,191,5,13,1.0,0,0,41.4
866,5.2,544,1,11,21.7,0,0,49.4
867,2.7,31,1,1,45.1,0,0,30.0
868,11.4,660,1,12,46.0,0,1,83.1
869,4.8,789,2,3,33.5,0,0,63.8
870,11.3,661,7,11,37.0,0,1,100.1
871,9.4,270,2,14,4.0,1,0,59.6
872,4.3,68,4,8,9.0,0,0,48.2
873,2.8,409,2,12,23.9,0,0,56.9
874,3.0,665,1,15,21.5,0,0,47.6
875,1.3,752,4,11,1.4,0,1,68.1
876,0.5,45,6,10,7.7,0,0,29.5
877,0.5,731,7,14,21.2,1,1,95.2
878,9.5,560,3,3,18.8,0,1,71.2
879,1.9,555,5,10,32.9,0,1,67.1
880,11.5,99,5,13,41.0,0,1,74.4
881,9.2,303,3,5,26.8,2,1,82.7
882,3.9,406,1,11,33.2,0,0,60.3
883,5.5,201,2,2,9.7,1,0,43.8
884,6.1,71,8,12,24.2,2,1,90.9
885,11.6,23,0,10,3.2,1,0,31.3
886,1.9,676,8,15,45.2,2,1,111.7
887,9.0,245,1,1,35.4,0,0,26.9
888,10.9,640,0,7,33.8,0,0,57.7
889,1.1,321,1,8,29.5,1,0,32.1
890,9.9,123,7,10,3.5,0,0,52.8
891,10.1,762,6,11,6.2,0,1,89.9
892,4.2,225,0,5,16.4,0,0,17.2
893,5.3,720,5,13,8.3,0,1,78.7
894,2.0,654,6,8,1.2,0,0,48.1
895,2.6,98,4,10,33.4,1,0,48.1
896,2.0,153,4,12,21.9,0,0,30.3
897,8.5,617,2,13,24.2,2,1,100.5
898,9.5,363,6,6,27.0,0,1,81.1
899,11.7,640,5,13,24.6,0,1,92.1
900,2.9,61,3,4,38.3,0,0,43.6
901,6.0,187,2,12,44.3,0,0,44.1
902,2.9,264,5,14,38.7,1,0,52.0
903,9.0,557,2,4,37.8,0,0,51.9
904,10.8,745,7,12,20.4,1,1,117.9
905,3.1,119,5,8,5.2,1,0,57.3
906,4.8,232,1,8,28.3,0,0,35.9
907,3.0,631,7,9,18.9,0,1,77.9
908,7.8,283,3,8,6.5,0,0,34.8
909,2.1,483,7,13,8.6,0,1,75.7
910,7.4,660,2,11,46.6,2,1,86.7
911,10.4,507,3,12,23.0,0,0,57.2
912,5.4,259,3,8,21.1,0,0,57.8
913,11.4,594,0,13,47.1,0,1,74.0
914,9.3,41,6,14,19.2,1,1,72.4
915,1.6,514,3,4,27.0,0,0,54.3
916,11.4,142,5,9,11.9,2,1,66.8
917,8.2,172,7,7,46.9,0,0,51.5
918,8.6,196,5,15,22.6,0,1,72.3
919,1.3,714,5,13,2.1,0,0,59.8
920,11.4,562,3,15,33.0,0,1,76.6
921,11.2,534,5,5,5.8,0,1,73.8
922,4.7,186,8,9,27.1,1,0,56.3
923,4.4,559,1,11,23.2,2,1,82.8
924,11.5,221,3,8,17.3,0,0,59.9
925,3.7,71,5,10,22.0,0,0,50.2
926,5.9,551,8,12,22.0,0,1,84.9
927,8.5,74,3,10,4.6,0,0,31.0
928,11.5,85,1,3,13.6,0,0,35.9
929,10.6,540,0,9,20.3,0,1,74.2
930,5.9,437,7,7,14.3,0,1,75.7
931,3.2,539,5,11,28.0,0,1,73.6
932,6.1,688,8,15,22.3,0,1,102.0
933,4.0,273,3,10,18.2,0,0,54.7
934,2.2,298,7,9,29.9,0,0,56.3
935,2.6,186,2,4,11.8,0,0,21.4
936,2.0,273,5,7,10.2,1,0,56.7
937,11.7,158,5,12,26.1,0,0,57.6
938,11.1,421,7,9,45.5,2,1,97.0
939,11.7,566,8,13,31.2,0,1,106.8
940,11.7,779,2,14,27.3,2,1,111.1
941,8.4,756,7,7,7.1,0,1,78.3
942,5.1,232,7,12,4.9,0,0,60.0
943,7.2,234,4,7,1.6,0,0,43.8
944,8.2,96,8,14,9.7,0,0,64.3
945,11.3,689,5,11,7.5,2,1,105.6
946,4.8,298,5,10,15.1,0,0,54.4
947,3.0,461,6,13,14.2,1,1,87.0
948,5.4,431,2,15,28.4,0,0,50.3
949,6.0,544,5,6,44.8,0,1,65.4
950,0.6,661,4,10,8.8,0,0,60.0
951,11.0,211,2,15,18.6,0,0,43.5
952,10.0,606,4,11,27.1,0,0,64.5
953,0.5,275,4,14,40.1,0,0,53.4
954,10.8,434,2,9,43.6,0,0,52.9
955,9.3,511,1,10,35.9,0,1,66.3
956,10.5,650,7,8,18.2,1,1,81.7
957,3.5,602,0,4,15.7,2,0,58.3
958,2.4,286,5,11,30.7,2,0,62.7
959,3.9,661,1,9,9.7,0,0,62.7
960,7.4,178,8,13,41.9,1,1,84.6
961,4.0,708,5,6,25.9,0,0,58.9
962,2.1,295,5,12,20.1,2,0,64.9
963,3.0,522,3,6,38.3,0,0,60.4
964,11.5,551,8,9,20.3,2,1,101.1
965,2.0,24,7,12,15.3,0,0,50.8
966,10.7,618,8,13,8.7,0,1,98.4
967,1.9,138,2,13,11.3,0,0,20.9
968,1.4,714,1,2,1.4,0,0,41.7
969,2.8,40,8,8,22.8,2,0,55.5
970,4.0,17,1,13,6.4,0,0,28.8
971,2.8,693,5,5,4.8,1,1,84.5
972,11.4,363,5,7,41.1,1,1,84.6
973,6.3,76,1,14,28.0,0,0,30.5
974,2.7,295,2,14,26.0,2,0,58.3
975,3.0,523,7,12,33.7,0,1,77.1
976,1.7,370,6,12,10.7,0,0,42.4
977,11.8,133,7,8,25.2,0,0,60.1
978,3.8,746,0,2,16.1,0,0,43.6
979,7.4,326,7,10,26.8,0,1,78.1
980,2.7,78,7,12,9.0,2,1,68.8
981,1.7,455,8,9,6.2,0,1,66.2
982,11.7,766,2,3,17.8,0,1,65.3
983,10.2,420,1,4,40.3,1,0,59.8
984,8.7,602,4,14,45.3,0,1,87.6
985,11.4,503,8,12,7.5,0,1,74.1
986,6.1,243,2,2,5.2,0,0,20.4
987,8.3,190,6,15,32.8,0,1,69.3
988,1.6,85,8,15,38.2,0,0,59.0
989,6.1,274,8,13,39.0,0,0,56.2
990,9.3,447,1,7,21.9,2,1,78.6
991,0.9,188,8,12,42.5,0,0,53.6
992,4.1,405,7,8,27.5,0,0,64.6
993,6.7,488,7,15,41.1,0,1,78.8
994,6.2,393,5,9,15.7,0,0,45.5
995,10.1,364,0,10,18.6,0,1,66.9
996,5.2,64,3,6,11.6,0,0,18.5
997,8.4,319,1,6,8.6,0,0,29.6
998,8.1,439,8,14,13.2,0,1,81.4
999,11.8,393,6,11,27.7,1,1,75.8
1000,8.3,351,7,15,39.0,0,1,67.9
1001,3.9,453,3,10,30.7,2,1,67.8
1002,10.3,226,4,8,2.8,2,1,74.5
1003,3.1,767,1,12,40.6,0,0,62.8
1004,1.3,550,7,13,10.5,1,1,80.7
1005,4.0,314,6,14,15.4,0,0,51.3
1006,6.4,694,8,10,42.3,0,1,90.4
1007,2.6,518,3,13,46.2,1,1,71.4
1008,11.3,552,6,15,35.0,0,1,81.2
1009,5.8,253,2,13,33.1,0,0,47.9
1010,4.2,72,3,9,13.2,0,0,22.5
1011,8.4,248,6,9,5.9,0,0,49.7
1012,10.0,482,7,15,47.6,0,1,101.8
1013,2.8,286,2,2,12.8,1,0,45.2
1014,2.5,50,7,7,3.1,2,0,55.5
1015,3.9,72,6,11,32.4,2,1,68.8
1016,10.2,150,3,4,27.6,0,0,35.0
1017,8.1,601,8,12,24.1,0,1,90.1
1018,9.4,327,5,14,35.5,1,1,88.6
1019,11.3,230,2,3,8.8,2,1,68.0
1020,3.4,610,0,15,25.8,0,0,45.8
1021,6.8,493,3,7,42.3,2,1,83.6
1022,8.7,322,0,1,40.5,0,0,55.8
1023,8.4,694,3,7,26.8,0,1,86.6
1024,4.7,708,1,9,41.7,2,1,86.8
1025,11.0,409,4,8,4.8,1,1,65.5
1026,2.9,171,7,12,42.3,1,0,63.0
1027,0.9,89,7,14,35.5,2,1,68.3
1028,5.4,109,2,13,12.9,0,0,35.5
1029,8.9,567,5,12,33.5,1,1,94.1
1030,2.6,461,2,2,19.5,0,0,34.6
1031,1.4,168,3,11,34.4,1,0,52.6
1032,2.0,615,6,11,21.9,2,1,82.1
1033,2.5,614,5,9,9.9,0,0,52.1
1034,10.6,591,3,3,45.5,2,1,101.3
1035,7.7,98,7,10,12.9,2,1,65.4
1036,7.6,621,4,6,4.7,0,1,78.6
1037,1.8,742,8,14,37.2,2,1,121.0
1038,6.2,236,3,6,45.4,1,0,51.3
1039,9.1,398,2,8,41.2,0,1,75.2
1040,3.8,700,3,9,9.1,1,0,58.3
1041,11.7,248,7,10,18.1,0,1,69.2
1042,0.6,143,5,11,33.1,1,0,57.2
1043,9.0,269,1,2,27.0,0,0,54.8
1044,5.9,369,0,0,12.5,0,0,26.8
1045,5.0,386,2,10,2.5,0,0,35.9
1046,6.2,354,7,9,4.8,1,1,69.0
1047,3.5,327,0,4,24.2,2,0,50.6
1048,4.6,447,4,8,29.6,1,0,60.4
1049,4.1,175,5,12,36.8,0,0,61.9
1050,8.1,457,0,6,7.6,0,0,32.6
1051,3.5,729,7,13,6.0,2,1,103.5
1052,5.6,733,8,15,22.2,0,1,97.9
1053,2.2,364,1,4,41.7,0,0,28.0
1054,6.4,286,3,12,47.9,0,1,65.7
1055,2.6,85,3,15,24.2,0,0,33.1
1056,3.8,703,1,7,18.2,2,1,69.6
1057,4.2,36,1,8,40.0,0,0,27.8
1058,11.5,615,0,10,46.6,0,1,86.6
1059,4.2,756,2,5,41.5,1,1,69.0
1060,9.7,768,1,9,45.7,0,1,75.9
1061,2.5,796,6,7,1.5,0,1,66.8
1062,5.1,669,2,3,14.7,1,1,72.7
1063,11.1,708,2,7,32.1,1,1,87.4
1064,6.1,404,7,11,27.2,0,1,77.5
1065,9.8,635,2,8,30.5,0,1,71.9
1066,11.7,699,3,13,33.1,0,1,86.8
1067,7.7,544,1,5,22.7,0,0,64.2
1068,4.0,137,4,7,25.3,0,0,25.3
1069,1.4,53,8,9,24.8,0,0,42.3
1070,8.8,266,5,9,28.3,1,0,56.0
1071,9.0,480,2,14,9.2,0,0,51.3
1072,10.6,311,5,14,34.9,1,1,81.2
1073,9.8,356,2,5,9.3,1,0,63.4
1074,10.5,115,6,14,1.4,0,0,44.4
1075,8.0,478,6,15,35.0,0,1,89.3
1076,7.6,714,6,10,4.7,0,1,70.6
1077,9.9,719,3,3,10.4,0,1,74.3
1078,5.5,648,8,11,4.6,1,1,78.8
1079,5.4,126,2,4,35.6,0,0,33.8
1080,0.7,467,3,6,14.5,1,0,49.4
1081,4.3,112,6,12,40.8,1,1,65.2
1082,6.9,304,0,15,19.5,0,0,54.6
1083,11.3,506,3,14,3.4,0,1,73.9
1084,6.9,281,6,13,6.1,0,0,64.5
1085,5.7,453,0,5,14.2,0,0,37.2
1086,3.2,231,5,14,41.0,1,0,64.2
1087,10.7,747,6,12,40.1,0,1,103.8
1088,9.7,172,3,7,33.3,0,0,50.1
1089,2.5,167,7,8,38.2,2,1,74.8
1090,3.2,577,0,0,17.5,0,0,44.1
1091,2.5,522,0,2,16.5,0,0,28.2
1092,7.0,505,4,9,37.8,1,1,85.9
1093,6.9,161,8,9,34.1,2,1,84.8
1094,5.8,780,1,2,37.6,0,1,73.9
1095,1.7,582,0,3,8.4,0,0,28.3
1096,4.7,752,4,15,21.5,0,1,85.3
1097,1.6,669,5,10,39.4,0,0,60.6
1098,11.7,794,0,7,40.2,0,1,71.7
1099,2.5,279,5,11,17.6,0,0,38.0
1100,9.2,438,3,5,38.6,0,0,59.3
1101,5.8,535,5,5,21.5,1,1,79.2
1102,6.4,78,1,6,15.5,2,0,43.7
1103,1.2,784,0,4,43.4,0,0,58.2
1104,8.7,683,8,12,20.4,2,1,122.7
1105,10.5,745,5,10,0.9,0,1,84.3
1106,11.1,724,6,13,31.1,2,1,124.4
1107,7.6,459,5,15,19.7,0,1,66.1
1108,0.9,349,6,8,25.2,0,0,41.7
1109,6.4,326,8,13,36.5,0,0,59.2
1110,9.7,613,4,7,40.0,0,1,74.7
1111,6.3,756,0,11,12.8,0,0,52.7
1112,9.2,134,7,11,27.7,0,0,57.8
1113,3.2,770,8,11,17.1,0,1,91.9
1114,8.7,695,2,13,18.4,1,1,73.0
1115,6.4,204,5,12,5.2,1,1,70.9
1116,1.4,70,6,8,23.1,0,0,33.0
1117,6.6,609,8,14,41.9,0,1,94.1
1118,12.0,712,7,13,39.6,0,1,90.3
1119,8.7,139,8,9,33.5,0,0,50.0
1120,2.3,579,5,6,29.1,0,0,49.0
1121,7.1,48,8,10,6.1,0,0,48.1
1122,3.9,35,2,4,37.7,0,0,40.2
1123,4.0,297,3,5,39.4,0,0,33.4
1124,4.5,52,6,13,27.7,0,0,60.1
1125,9.5,493,2,14,7.1,0,1,72.9
1126,8.2,159,5,6,38.5,0,0,50.3
1127,3.2,411,5,13,2.7,0,0,53.8
1128,3.7,97,2,13,1.7,0,0,39.7
1129,4.1,667,1,11,27.1,0,0,64.5
1130,7.1,61,8,11,36.2,0,0,45.0
1131,8.1,551,2,2,13.6,0,0,64.4
1132,10.1,600,7,8,38.8,0,1,84.0
1133,1.0,30,5,11,9.1,0,0,32.2
1134,4.9,100,1,2,26.2,0,0,15.5
1135,9.3,164,4,10,32.7,0,1,69.2
1136,2.6,737,0,9,19.0,0,0,52.2
1137,4.2,391,1,1,10.1,1,0,46.6
1138,6.2,777,8,14,45.6,0,1,92.9
1139,6.9,74,7,7,19.9,0,0,61.1
1140,3.6,607,1,4,36.7,0,0,40.7
1141,7.0,463,1,14,30.7,0,1,74.3
1142,4.8,179,3,11,45.7,2,1,74.3
1143,1.0,482,4,14,46.7,0,1,74.4
1144,6.0,619,4,14,18.6,0,1,76.6
1145,7.2,529,4,4,8.2,0,0,45.6
1146,1.5,722,1,14,7.1,0,0,50.9
1147,5.5,632,8,13,42.5,2,1,117.2
1148,11.8,731,7,11,12.2,2,1,114.8
1149,5.8,620,5,5,43.9,0,1,84.0
1150,7.5,11,0,5,20.1,2,0,55.7
1151,9.3,558,1,13,42.1,0,1,72.1
1152,10.8,694,7,8,17.3,1,1,108.6
1153,4.6,188,0,3,22.5,2,0,49.4
1154,3.0,27,4,14,44.3,0,0,29.9
